position_group,avatar_id,benchmark_id,player_id,player_name,team_name,metric,direction,avatar_value,real_value,direction_adjusted_difference,descriptive_leader
GK,SYN-GK20,REAL-GK1,25282,Gregor Kobel,Switzerland,saves_p90,1,2.8818501963604874,3.0,-0.11814980363951255,jugador_real
GK,SYN-GK20,REAL-GK1,25282,Gregor Kobel,Switzerland,goals_conceded_p90,-1,1.087053935377837,0.8999999999999999,-0.1870539353778371,jugador_real
GK,SYN-GK20,REAL-GK1,25282,Gregor Kobel,Switzerland,pass_accuracy,1,72.67949045046956,72.76785714285714,-0.08836669238758077,jugador_real
GK,SYN-GK20,REAL-GK1,25282,Gregor Kobel,Switzerland,passes_p90,1,29.575042288848632,33.6,-4.0249577111513695,jugador_real
CB,SYN-CB20,REAL-CB1,2194,Ramy Bensebaini,Algeria,interceptions_p90,1,1.1980837113087937,1.75,-0.5519162886912063,jugador_real
CB,SYN-CB20,REAL-CB1,2194,Ramy Bensebaini,Algeria,tackles_p90,1,1.7595269672093938,2.5,-0.7404730327906062,jugador_real
CB,SYN-CB20,REAL-CB1,2194,Ramy Bensebaini,Algeria,blocks_p90,1,0.5724502310679891,0.0,0.5724502310679891,avatar
CB,SYN-CB20,REAL-CB1,2194,Ramy Bensebaini,Algeria,duel_win_rate,1,0.673340870510348,0.7,-0.02665912948965199,jugador_real
CB,SYN-CB20,REAL-CB1,2194,Ramy Bensebaini,Algeria,pass_accuracy,1,92.5188474963723,92.56410256410257,-0.045255067730266774,jugador_real
CB,SYN-CB20,REAL-CB1,2194,Ramy Bensebaini,Algeria,passes_p90,1,68.10976356572185,97.5,-29.39023643427815,jugador_real
CB,SYN-CB20,REAL-CB1,2194,Ramy Bensebaini,Algeria,cards_p90,-1,0.026022412199630314,0.0,-0.026022412199630314,jugador_real
FB,SYN-FB20,REAL-FB1,9,Achraf Hakimi,Morocco,interceptions_p90,1,1.1594149563955876,0.7894736842105263,0.36994127218506123,avatar
FB,SYN-FB20,REAL-FB1,9,Achraf Hakimi,Morocco,tackles_p90,1,2.6964239045875065,1.894736842105263,0.8016870624822434,avatar
FB,SYN-FB20,REAL-FB1,9,Achraf Hakimi,Morocco,duel_win_rate,1,0.6160568688837866,0.49411764705882355,0.12193922182496308,avatar
FB,SYN-FB20,REAL-FB1,9,Achraf Hakimi,Morocco,key_passes_p90,1,1.1601623346971734,2.6842105263157894,-1.524048191618616,jugador_real
FB,SYN-FB20,REAL-FB1,9,Achraf Hakimi,Morocco,assists_p90,1,0.12439093549291869,0.3157894736842105,-0.19139853819129182,jugador_real
FB,SYN-FB20,REAL-FB1,9,Achraf Hakimi,Morocco,dribbles_completed_p90,1,0.9093977044464444,1.5789473684210527,-0.6695496639746082,jugador_real
FB,SYN-FB20,REAL-FB1,9,Achraf Hakimi,Morocco,pass_accuracy,1,87.07412728283926,89.25,-2.1758727171607433,jugador_real
DM,SYN-DM20,REAL-DM1,44,Rodri,Spain,interceptions_p90,1,0.9969477188936012,0.28708133971291866,0.7098663791806825,avatar
DM,SYN-DM20,REAL-DM1,44,Rodri,Spain,tackles_p90,1,2.200885904779331,3.1578947368421053,-0.9570088320627743,jugador_real
DM,SYN-DM20,REAL-DM1,44,Rodri,Spain,duel_win_rate,1,0.5710020810933479,0.6507936507936508,-0.07979156970030288,jugador_real
DM,SYN-DM20,REAL-DM1,44,Rodri,Spain,passes_p90,1,68.9444676856687,101.33971291866028,-32.395245232991584,jugador_real
DM,SYN-DM20,REAL-DM1,44,Rodri,Spain,pass_accuracy,1,91.32715459354061,92.91784702549575,-1.5906924319551337,jugador_real
DM,SYN-DM20,REAL-DM1,44,Rodri,Spain,key_passes_p90,1,0.9538714128936274,1.291866028708134,-0.3379946158145066,jugador_real
DM,SYN-DM20,REAL-DM1,44,Rodri,Spain,cards_p90,-1,0.034525694648640845,0.0,-0.034525694648640845,jugador_real
CM,SYN-CM20,REAL-CM1,1646,Lucas Paquetá,Brazil,passes_p90,1,55.87640108566814,70.55084745762711,-14.674446371958972,jugador_real
CM,SYN-CM20,REAL-CM1,1646,Lucas Paquetá,Brazil,pass_accuracy,1,88.73401447629384,85.94594594594595,2.7880685303478856,avatar
CM,SYN-CM20,REAL-CM1,1646,Lucas Paquetá,Brazil,key_passes_p90,1,1.4474473223582578,3.432203389830508,-1.9847560674722504,jugador_real
CM,SYN-CM20,REAL-CM1,1646,Lucas Paquetá,Brazil,assists_p90,1,0.18200922051716759,0.3813559322033898,-0.19934671168622223,jugador_real
CM,SYN-CM20,REAL-CM1,1646,Lucas Paquetá,Brazil,dribbles_completed_p90,1,0.8248872299051442,1.1440677966101696,-0.31918056670502537,jugador_real
CM,SYN-CM20,REAL-CM1,1646,Lucas Paquetá,Brazil,tackles_p90,1,2.278473901662702,3.0508474576271185,-0.7723735559644167,jugador_real
CM,SYN-CM20,REAL-CM1,1646,Lucas Paquetá,Brazil,interceptions_p90,1,1.2285877008668753,1.906779661016949,-0.6781919601500737,jugador_real
AM,SYN-AM20,REAL-AM1,19617,Michael Olise,France,goals_p90,1,0.1277442912771829,0.0,0.1277442912771829,avatar
AM,SYN-AM20,REAL-AM1,19617,Michael Olise,France,assists_p90,1,0.13311999309122532,0.8035714285714286,-0.6704514354802033,jugador_real
AM,SYN-AM20,REAL-AM1,19617,Michael Olise,France,shots_p90,1,1.252755104044718,1.767857142857143,-0.515102038812425,jugador_real
AM,SYN-AM20,REAL-AM1,19617,Michael Olise,France,shots_on_target_rate,1,0.35335399894223424,0.45454545454545453,-0.10119145560322029,jugador_real
AM,SYN-AM20,REAL-AM1,19617,Michael Olise,France,key_passes_p90,1,1.2463792857426181,2.0892857142857144,-0.8429064285430963,jugador_real
AM,SYN-AM20,REAL-AM1,19617,Michael Olise,France,dribbles_completed_p90,1,1.2473599375425521,2.410714285714286,-1.1633543481717339,jugador_real
AM,SYN-AM20,REAL-AM1,19617,Michael Olise,France,pass_accuracy,1,84.70484782487732,86.19718309859155,-1.4923352737142324,jugador_real
W,SYN-W20,REAL-W1,762,Vinícius Júnior,Brazil,goals_p90,1,0.39394715287159016,0.8163265306122449,-0.42237937774065476,jugador_real
W,SYN-W20,REAL-W1,762,Vinícius Júnior,Brazil,assists_p90,1,0.34769575645832385,0.20408163265306123,0.14361412380526262,avatar
W,SYN-W20,REAL-W1,762,Vinícius Júnior,Brazil,shots_on_target_rate,1,0.6468770812520812,0.7857142857142857,-0.1388372044622045,jugador_real
W,SYN-W20,REAL-W1,762,Vinícius Júnior,Brazil,key_passes_p90,1,2.364323276486104,1.836734693877551,0.5275885826085529,avatar
W,SYN-W20,REAL-W1,762,Vinícius Júnior,Brazil,dribbles_completed_p90,1,1.7749629418574857,3.2653061224489797,-1.490343180591494,jugador_real
W,SYN-W20,REAL-W1,762,Vinícius Júnior,Brazil,dribble_success_rate,1,0.5172055984555985,0.43243243243243246,0.08477316602316609,avatar
W,SYN-W20,REAL-W1,762,Vinícius Júnior,Brazil,duel_win_rate,1,0.5068871306741598,0.47540983606557374,0.03147729460858606,avatar
ST,SYN-ST20,REAL-ST1,154,Lionel Messi,Argentina,goals_p90,1,0.7600427580537299,1.1612903225806452,-0.40124756452691535,jugador_real
ST,SYN-ST20,REAL-ST1,154,Lionel Messi,Argentina,assists_p90,1,0.2069076094913425,0.5806451612903226,-0.37373755179898016,jugador_real
ST,SYN-ST20,REAL-ST1,154,Lionel Messi,Argentina,shots_p90,1,2.38201365327319,4.064516129032258,-1.682502475759068,jugador_real
ST,SYN-ST20,REAL-ST1,154,Lionel Messi,Argentina,shots_on_target_rate,1,0.6518976530005942,0.6428571428571429,0.009040510143451308,avatar
ST,SYN-ST20,REAL-ST1,154,Lionel Messi,Argentina,key_passes_p90,1,1.2159468411572116,3.774193548387097,-2.5582467072298853,jugador_real
ST,SYN-ST20,REAL-ST1,154,Lionel Messi,Argentina,duel_win_rate,1,0.4494223627635133,0.5666666666666667,-0.11724430390315338,jugador_real
ST,SYN-ST20,REAL-ST1,154,Lionel Messi,Argentina,fouls_drawn_p90,1,1.3392361296804831,2.3225806451612905,-0.9833445154808074,jugador_real
